emotion	text_id	generated_text	first_person_text	third_person_text
shame	31151	I was hit in the face by a criming	I felt shame when I was hit in the face by a criming	The person felt shame when they were hit in the face by a criminal.
shame	31152	I think about when I lost my virginity. I just went to find a random, much older person online, it wasn't special, it wasn't anything really, and I don't want to tell anyone about it (except this survey, congrats!). I'm ashamed that I didn't care about it, that I just wanted to experience it but didn't bother about it really, and I wish I hadn't done it. The shame is worse because I don't feel like I can tell anyone without making the shame worse. It's just not how it was meant to go.	I felt shame when I think about when I lost my virginity. I just went to find a random, much older person online, it wasn't special, it wasn't anything really, and I don't want to tell anyone about it (except this survey, congrats!). I'm ashamed that I didn't care about it, that I just wanted to experience it but didn't bother about it really, and I wish I hadn't done it. The shame is worse because I don't feel like I can tell anyone without making the shame worse. It's just not how it was meant to go.	The person feels shame when they think about when they lost their virginity. They had gone to find a random, much older person online, and it wasn't special or meaningful, and they don't want to tell anyone about it (except in this survey). They're ashamed that they didn't care about it, that they just wanted to experience it but didn't bother to make it special, and they wish they hadn't done it. The shame is worse because they don't feel like they can tell anyone without making the shame worse. It's just not how it was meant to go.
shame	31153	I dated my ex	I felt shame when I dated my ex	The person felt shame when they dated their ex.
shame	31154	I was shouted at by a stranger for ignoring a sign	I felt shame when I was shouted at by a stranger for ignoring a sign	The person felt shame when they were shouted at by a stranger for ignoring a sign
shame	31155	coworkers were repeatedly meeting without me to discuss a program I run.	I felt shame when coworkers were repeatedly meeting without me to discuss a program I run.	The person felt shame when coworkers were repeatedly meeting without them to discuss a program they ran.
shame	31156	lost my best friends favorite shirt I was borrowing because she told me to take care of it.	I felt shame when lost my best friends favorite shirt I was borrowing because she told me to take care of it.	The person felt shame when they lost their best friend's favorite shirt, which they were borrowing, because their friend had told them to take care of it.
shame	31157	when my actions allowed a loved one to get hurt	I felt shame when my actions allowed a loved one to get hurt	The person felt shame when their actions allowed a loved one to get hurt.
shame	31158	i put someone down without thinking to make myself to feel better	I felt shame when i put someone down without thinking to make myself to feel better	The person felt shame when they put someone down without thinking to make themselves feel better.
shame	31159	I felt shame when I dropped out of college and now have no direction for where I want to go in my life. My seasonal job is just about to end and I don't have anything to replace it yet, I feel lost and like I'm not good enough or not doing enough things.	I felt shame when I dropped out of college and now have no direction for where I want to go in my life. My seasonal job is just about to end and I don't have anything to replace it yet, I feel lost and like I'm not good enough or not doing enough things.	The person feels shame when they dropped out of college and now has no direction for where they want to go in their life. Their seasonal job is just about to end and they don't have anything to replace it yet, they feel lost and like they're not good enough or not doing enough things.
shame	31160	My sister called me out for eating ice cream even though I am a vegan	I felt shame when my sister called me out for eating ice cream even though I am a vegan	The person felt shame when their sister called them out for eating ice cream even though they are a vegan.
shame	31161	I forgot to feed my fish	I felt shame when I forgot to feed my fish	The person felt shame when they forgot to feed their fish
shame	31162	My church singled me out as sexually impure.	I felt shame when my church singled me out as sexually impure.	The person felt shame when their church singled them out as sexually impure.
shame	31163	I tripped over a little kid	I felt shame when I tripped over a little kid	The person felt shame when they tripped over a little kid.
shame	31164	i felt shame when he came out	i felt shame when he came out	The person felt shame when he came out.
shame	31165	When I lied	I felt shame when I lied	The person felt shame when they lied.
shame	31166	i got angry and shouted at somone i love	I felt shame when i got angry and shouted at somone i love	The person felt shame when they got angry and shouted at someone they loved.
shame	31167	I dropped out of college	I felt shame when I dropped out of college	The person felt shame when they dropped out of college
shame	31168	i got caught stealing	I felt shame when i got caught stealing	The person felt shame when they got caught stealing.
shame	31169	I wanted to quit my uni course	I felt shame when I wanted to quit my uni course	The person felt shame when they wanted to quit their uni course
shame	31170	i felt shame when my work supervisor called me out in front of my colleagues to yell at me for not doing an examination very well for a patient	i felt shame when my work supervisor called me out in front of my colleagues to yell at me for not doing an examination very well for a patient	The person felt shame when their work supervisor called them out in front of their colleagues to yell at them for not doing an examination very well for a patient.
shame	31171	I missed work for selfish reasons.	I felt shame when I missed work for selfish reasons.	The person felt shame when they missed work for selfish reasons.
shame	31172	I told my mother that I hated her and made her cry when I was 12.	I felt shame when I told my mother that I hated her and made her cry when I was 12.	The person felt shame when they told their mother that they hated her and made her cry when they were 12.
shame	31173	I felt shame when I found out that my favorite aunt was in renal failure, because I let the fear of losing her paralyze me and I did not visit or check on her.	I felt shame when I found out that my favorite aunt was in renal failure, because I let the fear of losing her paralyze me and I did not visit or check on her.	The person felt shame when they found out that their favorite aunt was in renal failure, because they had let the fear of losing her paralyze them and they had not visited or checked on her.
shame	31174	i have lied to my parents	I felt shame when i have lied to my parents	The person felt shame when they had lied to their parents.
shame	31176	I could not pay a bill	I felt shame when I could not pay a bill	The person felt shame when they could not pay a bill.
shame	31177	When I was shopping and accidently took someone else's cart rather than my own	I felt shame when I was shopping and accidently took someone else's cart rather than my own	The person felt shame when they were shopping and accidentally took someone else's cart rather than their own.
shame	31179	I did cheating in passing one exam and I got very good grades	I felt shame when I did cheating in passing one exam and I got very good grades	The person felt shame when they cheated on an exam and got very good grades.
shame	31120	Getting on the scales the other day and seeing my weight and then looking in the mirror and knowing that I am gaining weight and don't look good because of it. I'm spending too much and eating too much take out, not exercising, sitting in bed all day. It's embarrassing to go out because I feel that others judge me.	I felt shame when getting on the scales the other day and seeing my weight and then looking in the mirror and knowing that I am gaining weight and don't look good because of it. I'm spending too much and eating too much take out, not exercising, sitting in bed all day. It's embarrassing to go out because I feel that others judge me.	The person feels shame when getting on the scales the other day and seeing their weight, and then looking in the mirror and knowing that they are gaining weight and don't look good because of it. They are spending too much and eating too much takeout, not exercising, and sitting in bed all day. It's embarrassing for them to go out because they feel that others judge them.
shame	31121	I failed an exam	I felt shame when I failed an exam	The person felt shame when they failed an exam
shame	31122	my father called me out when he didn't like the decision I made	I felt shame when my father called me out when he didn't like the decision I made	The person felt shame when their father called them out for a decision they had made that he didn't like.
shame	31123	When I dated someone I regret sleeping with because they were not my type and I settled.	I felt shame when I dated someone I regret sleeping with because they were not my type and I settled.	The person felt shame when they dated someone they regret sleeping with because they were not their type and they settled.
shame	31124	I felt shame when I saw a video of me being mean to my cousin as a child.	I felt shame when I saw a video of me being mean to my cousin as a child.	The person felt shame when they saw a video of themselves being mean to their cousin as a child.
shame	31125	I almost gave someone COVID.	I felt shame when I almost gave someone COVID.	The person felt shame when they almost gave someone COVID.
shame	31126	Embarrassing incident at school	I felt shame when embarrassing incident at school	The person felt shame when there was an embarrassing incident at school.
shame	31127	when I failed my maths module	I felt shame when I failed my maths module	The person felt shame when they failed their maths module
shame	31128	cheated on a test in high school and got caught	I felt shame when cheated on a test in high school and got caught	The person felt shame when they cheated on a test in high school and got caught.
shame	31129	I felt shame when I realized how badly I've been treated by others, and that I constantly put myself in crappy situations. I need to learn how to avoid putting myself in those situations because it causes me so much embarrassment.	I felt shame when I realized how badly I've been treated by others, and that I constantly put myself in crappy situations. I need to learn how to avoid putting myself in those situations because it causes me so much embarrassment.	The person feels shame when they realize how badly they've been treated by others, and that they constantly put themselves in crappy situations. They need to learn how to avoid putting themselves in those situations because it causes them so much embarrassment.
shame	31130	I walked right out of a GED test when I was in my early 20's.	I felt shame when I walked right out of a GED test when I was in my early 20's.	The person felt shame when they walked right out of a GED test when they were in their early 20's.
shame	31131	I asked someone to go the wrong way a second ago when giving directions.	I felt shame when I asked someone to go the wrong way a second ago when giving directions.	The person felt shame when they asked someone to go the wrong way a second ago when giving directions.
shame	31132	I cheated on a test	I felt shame when I cheated on a test	The person felt shame when they cheated on a test
shame	31133	i was walked out of a seminar	I felt shame when i was walked out of a seminar	The person felt shame when they were walked out of a seminar.
shame	31134	I wet myself in the airport in front of lots of people	I felt shame when I wet myself in the airport in front of lots of people	The person felt shame when they wet themselves in the airport in front of lots of people
shame	31135	I felt shame when my parents found out something I had been hiding from them	I felt shame when my parents found out something I had been hiding from them	The person felt shame when their parents found out something they had been hiding from them.
shame	31136	my mother had to look at a hemorrhoid	I felt shame when my mother had to look at a hemorrhoid	The person felt shame when their mother had to look at a hemorrhoid.
shame	31137	I forgot to turn my homework in.	I felt shame when I forgot to turn my homework in.	The person felt shame when they forgot to turn their homework in.
shame	31139	When I let down my parents	I felt shame when I let down my parents	The person felt shame when they let down their parents.
shame	31140	I felt shame telling my friend i liked her	I felt shame telling my friend i liked her	The person felt shame when telling their friend that they liked her.
shame	31141	I couldn't afford a bill.	I felt shame when I couldn't afford a bill.	The person felt shame when they couldn't afford a bill.
shame	31142	My sister threw up on me in a taxi	I felt shame when my sister threw up on me in a taxi	The person felt shame when their sister threw up on them in a taxi.
shame	31143	my daughter got very ill from eating a tiny drop of laundry detergent that i'd spilt and I had to take her to A&E	I felt shame when my daughter got very ill from eating a tiny drop of laundry detergent that i'd spilt and I had to take her to A&E	The person felt shame when their daughter got very ill from eating a tiny drop of laundry detergent that they had spilt and they had to take her to A&E.
shame	31144	I learned Biden left Americans behind in Afghanistan	I felt shame when I learned Biden left Americans behind in Afghanistan	The person felt shame when they learned Biden left Americans behind in Afghanistan
shame	31145	I was totally wrong when testifying in court to an event	I felt shame when I was totally wrong when testifying in court to an event	The person felt shame when they were totally wrong when testifying in court about an event.
shame	31146	sent my daughter to school in uniform but it was dress up day	I felt shame when sent my daughter to school in uniform but it was dress up day	The person felt shame when they sent their daughter to school in uniform on dress-up day.
shame	31147	I shouted at my son for doing something wrong but I found out it wasn’t his fault.	I felt shame when I shouted at my son for doing something wrong but I found out it wasn’t his fault.	The person felt shame when they shouted at their son for doing something wrong, but found out it wasn’t his fault.
shame	31148	I was in my old high school cafeteria that was full of people and i fell. What made this worse was the fact my trousers also ripped and you could see my boxers.	I felt shame when I was in my old high school cafeteria that was full of people and i fell. What made this worse was the fact my trousers also ripped and you could see my boxers.	The person felt shame when they were in their old high school cafeteria, which was full of people, and they fell. What made this worse was the fact that their trousers also ripped and their boxers were visible.
shame	31149	Dropping out of school	I felt shame when dropping out of school	The person felt shame when dropping out of school.
shame	41551	I weighed myself and felt overweight	I felt shame when I weighed myself and felt overweight	The person felt shame when they weighed themselves and felt overweight.
shame	41552	One night stand during uni	I felt shame when one night stand during uni	The person felt shame about a one-night stand during university.
shame	41553	I felt shame because I was caught speeding and received points on my license. I felt sad and angry as well as shamed because it was not usual behaviour for me and did not get me anywhere positive.	I felt shame because I was caught speeding and received points on my license. I felt sad and angry as well as shamed because it was not usual behaviour for me and did not get me anywhere positive.	The person felt shame because they were caught speeding and received points on their license. They felt sad and angry as well as shamed because it was not usual behaviour for them and did not get them anywhere positive.
shame	41554	I felt shame when I got that drunk my gran had to come pick me up and I had to get taken home in an ambulance	I felt shame when I got that drunk my gran had to come pick me up and I had to get taken home in an ambulance	The person felt shame when they got so drunk their gran had to come pick them up and they had to be taken home in an ambulance.
shame	41555	I felt shame immediately when I did something wrong to people I love	I felt shame immediately when I did something wrong to people I love	The person felt shame immediately when they did something wrong to people they loved.
shame	41556	I felt shame when I cheated on my wife because she didn’t deserve it.	I felt shame when I cheated on my wife because she didn’t deserve it.	The person feels shame when they cheated on their wife because she didn’t deserve it.
shame	41557	I did not spend enough time with my son on my days off due to catching up on housework. I then saw photos on social media of other families and felt that I should have done better.	I felt shame when I did not spend enough time with my son on my days off due to catching up on housework. I then saw photos on social media of other families and felt that I should have done better.	The person felt shame when they did not spend enough time with their son on their days off due to catching up on housework. They then saw photos on social media of other families and felt that they should have done better.
shame	41558	I felt SHAME when I was throwing up last week and I didn't know why and thought it might be COVID. It wasn't, but I had people waiting on my and it was embarrassing.	I felt SHAME when I was throwing up last week and I didn't know why and thought it might be COVID. It wasn't, but I had people waiting on my and it was embarrassing.	The person felt shame when they were throwing up last week and didn't know why, thinking it might be COVID. It wasn't, but they had people waiting on them and it was embarrassing.
shame	41559	I was rude to a friend	I felt shame when I was rude to a friend	The person felt shame when they were rude to a friend.
shame	41560	when i hadnt showered for two days	I felt shame when i hadnt showered for two days	The person felt shame when they hadn't showered for two days.
shame	41561	I felt shame when I worked my first night as a prostitute. My entire life I had good family values and I found myself in a situation where I could not make ends meet and provide for my child. So I looked for jobs in the paper to earn quick money and saw sex worker ads for brothels. I told myself it was good to just do it so I could get the money. But once I slept with my 1st client, all I could think about was the shame I felt degrading myself to such a low level and what my family would think if they found out.	I felt shame when I worked my first night as a prostitute. My entire life I had good family values and I found myself in a situation where I could not make ends meet and provide for my child. So I looked for jobs in the paper to earn quick money and saw sex worker ads for brothels. I told myself it was good to just do it so I could get the money. But once I slept with my 1st client, all I could think about was the shame I felt degrading myself to such a low level and what my family would think if they found out.	The person feels shame when they worked their first night as a prostitute. Their entire life they had good family values and they found themselves in a situation where they could not make ends meet and provide for their child. So they looked for jobs in the paper to earn quick money and saw sex worker ads for brothels. They told themselves it was good to just do it so they could get the money. But once they slept with their first client, all they could think about was the shame they felt degrading themselves to such a low level and what their family would think if they found out.
shame	41562	I last drank too much.	I felt shame when I last drank too much.	The person felt shame when they last drank too much.
shame	41563	i let my mum down	I felt shame when i let my mum down	The person felt shame when they let their mum down.
shame	41564	I felt shame when I lost my virginity at a very young age, to look ‘cool’	I felt shame when I lost my virginity at a very young age, to look ‘cool’	The person felt shame when they lost their virginity at a very young age in an attempt to look ‘cool’.
shame	41566	i woke up from being drunk at university but had gotten into such a state that i had gone missing and my housemates had to get security to search with them. they feared i had died. i felt so much shame that my silly, selfish behaviour had caused so many people heartache and stress.	I felt shame when i woke up from being drunk at university but had gotten into such a state that i had gone missing and my housemates had to get security to search with them. they feared i had died. i felt so much shame that my silly, selfish behaviour had caused so many people heartache and stress.	The person felt shame when they woke up from being drunk at university, having gotten into such a state that they had gone missing and their housemates had to get security to search with them, fearing they had died. They felt so much shame that their silly, selfish behaviour had caused so many people heartache and stress.
shame	41567	I couldn't control urges and ate when on a diet.	I felt shame when I couldn't control urges and ate when on a diet.	The person felt shame when they couldn't control their urges and ate when on a diet.
shame	41568	Nottingham Forest (my team) didn't win since easter	I felt shame when nottingham Forest (my team) didn't win since easter	The person felt shame when Nottingham Forest, their team, didn't win since Easter.
shame	41569	I felt shame when I falsely accused my wife of stealing my money when in actuality, I forgot where I had dropped it. It was after I had accused he wrongly I found it and shame filled my heart.	I felt shame when I falsely accused my wife of stealing my money when in actuality, I forgot where I had dropped it. It was after I had accused he wrongly I found it and shame filled my heart.	The person felt shame when they falsely accused their wife of stealing their money, when in actuality, they had forgotten where they had dropped it. It was after they had wrongly accused her that they found it, and shame filled their heart.
shame	41530	My neighbour was angry at the amount of noise my autistic children make and instead of talking to me about it she posted on a public facebook page that most of my friends are members of, and many people responded by assuming I was abusing them.	I felt shame when my neighbour was angry at the amount of noise my autistic children make and instead of talking to me about it she posted on a public facebook page that most of my friends are members of, and many people responded by assuming I was abusing them.	The person felt shame when their neighbour, angry at the amount of noise their autistic children made, posted on a public Facebook page, which many of their friends were members of, instead of talking to them about it, and many people responded by assuming they were abusing their children.
shame	41531	I felt shame when my husband and I took a break from our marriage. A lot had gone on and I felt somewhat responsible for the breakdown in the marriage. I don't know why but I felt a great deal of shame in my marriage breaking down and needing to take a break which resulted in my husband leaving the family home for a couple of months.	I felt shame when my husband and I took a break from our marriage. A lot had gone on and I felt somewhat responsible for the breakdown in the marriage. I don't know why but I felt a great deal of shame in my marriage breaking down and needing to take a break which resulted in my husband leaving the family home for a couple of months.	The person feels shame when her husband and she took a break from their marriage. A lot had gone on and she felt somewhat responsible for the breakdown in the marriage. She doesn't know why but she felt a great deal of shame in her marriage breaking down and needing to take a break, which resulted in her husband leaving the family home for a couple of months.
shame	41532	when I got drunk and said a bunch of stupid stuff to my friends.	I felt shame when I got drunk and said a bunch of stupid stuff to my friends.	The person felt shame when they got drunk and said a bunch of stupid stuff to their friends.
shame	41533	I felt shame when I cancelled on a friend coming over just because I didn’t want to tidy my house	I felt shame when I cancelled on a friend coming over just because I didn’t want to tidy my house	The person felt shame when they cancelled on a friend coming over just because they didn’t want to tidy their house
shame	41534	When I got bad grades on my exams which meant I didn't get into the university of choice	I felt shame when I got bad grades on my exams which meant I didn't get into the university of choice	The person felt shame when they got bad grades on their exams, which meant they didn't get into their university of choice.
shame	41535	my ex boyfriend caught me cheating on him after he got me angry over an issue we have been trying to resolve.	I felt shame when my ex boyfriend caught me cheating on him after he got me angry over an issue we have been trying to resolve.	The person felt shame when their ex-boyfriend caught them cheating on him after he got them angry over an issue they had been trying to resolve.
shame	41536	I kissed my best friend's girlfriend	I felt shame when I kissed my best friend's girlfriend	The person felt shame when they kissed their best friend's girlfriend.
shame	41538	when my parents were disappointed in me due to grades at school.	I felt shame when my parents were disappointed in me due to grades at school.	The person felt shame when their parents were disappointed in them due to their grades at school.
shame	41539	I felt shame when I was repeatedly late with my schoolwork due to depression.	I felt shame when I was repeatedly late with my schoolwork due to depression.	The person felt shame when they were repeatedly late with their schoolwork due to depression.
shame	41541	I didn't receive a fellowship	I felt shame when I didn't receive a fellowship	The person felt shame when they didn't receive a fellowship
shame	41542	when i let others down	I felt shame when i let others down	The person felt shame when they let others down.
shame	41543	I stole petty cash to fund a brief gambling addiction when I was 18.	I felt shame when I stole petty cash to fund a brief gambling addiction when I was 18.	The person felt shame when they stole petty cash to fund a brief gambling addiction when they were 18.
shame	41544	I was diagnosed with OCPD.	I felt shame when I was diagnosed with OCPD.	The person felt shame when they were diagnosed with OCPD.
shame	41545	I littered a bottle on the street because there were no available trash cans	I felt shame when I littered a bottle on the street because there were no available trash cans	The person felt shame when they littered a bottle on the street because there were no available trash cans
shame	41546	I felt Shame when I had to abort a pregnancy because I wasn't ready to give my husband anther kid due to some personal reasons	I felt Shame when I had to abort a pregnancy because I wasn't ready to give my husband anther kid due to some personal reasons	The person felt shame when they had to abort a pregnancy because they weren't ready to give their husband another kid due to some personal reasons.
shame	41547	i felt shame when i stole money off my mum when she was struggling for money. i regretted doing it and owned up to it and felt shame.	i felt shame when i stole money off my mum when she was struggling for money. i regretted doing it and owned up to it and felt shame.	The person feels shame when they stole money from their mum when she was struggling for money. They regretted doing it, owned up to it, and felt shame.
shame	41548	I felt shame when my boyfriend found out that I had a secret Tinder (dating app) profile and had used it during our relationship.	I felt shame when my boyfriend found out that I had a secret Tinder (dating app) profile and had used it during our relationship.	The person felt shame when her boyfriend found out that she had a secret Tinder profile and had used it during their relationship.
shame	41549	I collided with an old woman due to the fact that I was in a haste to work.	I felt shame when I collided with an old woman due to the fact that I was in a haste to work.	The person felt shame when they collided with an old woman because they were in a hurry to get to work.
shame	41572	when I did something incorrect in group projects	I felt shame when I did something incorrect in group projects	The person felt shame when they did something incorrect in group projects.
shame	41574	when I lied to my mom about opening her card in the mail	I felt shame when I lied to my mom about opening her card in the mail	The person felt shame when they lied to their mom about opening her card in the mail.
shame	41575	I felt shame when I intentionally did not do an assignment for work and then got called out for it.	I felt shame when I intentionally did not do an assignment for work and then got called out for it.	The person felt shame when they intentionally did not do an assignment for work and then got called out for it.
shame	41576	I was caught stealing from a store	I felt shame when I was caught stealing from a store	The person felt shame when they were caught stealing from a store
shame	41577	I remembered that earlier this year I'd contacted an old fling for closure and felt embarrassed	I felt shame when I remembered that earlier this year I'd contacted an old fling for closure and felt embarrassed	The person felt shame when they remembered that earlier this year they'd contacted an old fling for closure and felt embarrassed.
shame	41578	I felt shame when I accused a friend wrongly	I felt shame when I accused a friend wrongly	The person felt shame when they accused a friend wrongly.
shame	41579	when my dad cried because I lost my virginity.	I felt shame when my dad cried because I lost my virginity.	The person felt shame when their dad cried because they lost their virginity.
shame	41580	I felt shame when I had to cancel plans because I realized I had promised other plans shortly before the former was supposed to happen.	I felt shame when I had to cancel plans because I realized I had promised other plans shortly before the former was supposed to happen.	The person felt shame when they had to cancel plans because they realized they had promised other plans shortly before the former was supposed to happen.
shame	41581	aborted my baby	I felt shame when aborted my baby	The person felt shame when they aborted their baby.
shame	41583	my father had an intervention with me about my drinking habits and how it is affecting my relationships and work.	I felt shame when my father had an intervention with me about my drinking habits and how it is affecting my relationships and work.	The person felt shame when their father had an intervention with them about their drinking habits and how it was affecting their relationships and work.
shame	41584	there was an incident at my workplace where a crew member acted way out of line and I was one of the only people to witness hat had happened. I got called in to give a report knowing that what I would say would have an impact on the persons employment. Although I was doing the right thing, I felt extremely shameful when he was fired as I knew I had a big impact on that.	I felt shame when there was an incident at my workplace where a crew member acted way out of line and I was one of the only people to witness hat had happened. I got called in to give a report knowing that what I would say would have an impact on the persons employment. Although I was doing the right thing, I felt extremely shameful when he was fired as I knew I had a big impact on that.	The person feels shame when there is an incident at their workplace where a crew member acts way out of line and they are one of the only people to witness what has happened. They get called in to give a report, knowing that what they will say will have an impact on the person's employment. Although they are doing the right thing, they feel extremely shameful when he is fired, as they know they have a big impact on that.
shame	41585	I reacted out of anger and said hurtful words to my spouse.	I felt shame when I reacted out of anger and said hurtful words to my spouse.	The person felt shame when they reacted out of anger and said hurtful words to their spouse.
shame	41586	I felt shame when a previous partner of mine made fun of me for one of my sexual fetishes. I had built up the confidence to ask them to include it when we had sex, and instead of the hoped-for reaction of agreement, or the emotionally-neutral reaction of politely declining, they ridiculed me for having the fetish and strongly refused to ever indulge it.	I felt shame when a previous partner of mine made fun of me for one of my sexual fetishes. I had built up the confidence to ask them to include it when we had sex, and instead of the hoped-for reaction of agreement, or the emotionally-neutral reaction of politely declining, they ridiculed me for having the fetish and strongly refused to ever indulge it.	The person felt shame when a previous partner of theirs made fun of them for one of their sexual fetishes. They had built up the confidence to ask them to include it when they had sex, and instead of the hoped-for reaction of agreement, or the emotionally-neutral reaction of politely declining, they were ridiculed for having the fetish and strongly refused to ever indulge it.
shame	41588	arguing with my partner because I have tried to shame him for not wanting to quit smoking.	I felt shame when arguing with my partner because I have tried to shame him for not wanting to quit smoking.	The person feels shame when arguing with their partner because they had tried to shame him for not wanting to quit smoking.
shame	41589	I raised my hand in class to answer a question but gave a wrong answer	I felt shame when I raised my hand in class to answer a question but gave a wrong answer	The person felt shame when they raised their hand in class to answer a question but gave a wrong answer
shame	41590	I felt shame when I lied to my parents.	I felt shame when I lied to my parents.	The person felt shame when they lied to their parents.
shame	41591	i have felt shame when i went behinf my moms back and snuck out because i know if she found out she would be disapointed in me.	I felt shame when i have felt shame when i went behinf my moms back and snuck out because i know if she found out she would be disapointed in me.	The person felt shame when they went behind their mom's back and snuck out, knowing that if she found out, she would be disappointed in them.
shame	41593	I felt shame when I lost a sporting activity in school after bragging that I could win	I felt shame when I lost a sporting activity in school after bragging that I could win	The person felt shame when they lost a sporting activity in school after bragging that they could win.
shame	41594	Didn’t get my driving test	I felt shame when didn’t get my driving test	The person felt shame when they didn't get their driving test.
shame	41595	I felt shame when I said a lie to one of my work friends and you could tell that I was lying about it but once it came out I could not stop telling it. it was about going to see a family member that is ill in wales so i could get time off work just to go on holiday this make me feel very shameful to lie about it this was 2 weeks go.	I felt shame when I said a lie to one of my work friends and you could tell that I was lying about it but once it came out I could not stop telling it. it was about going to see a family member that is ill in wales so i could get time off work just to go on holiday this make me feel very shameful to lie about it this was 2 weeks go.	The person feels ashamed about lying to one of their work friends two weeks ago. They told a lie about visiting an ill family member in Wales to get time off work and go on holiday, but their friend could tell they were lying. Once they started telling the lie, they couldn't stop, which makes them feel very ashamed.
shame	41596	When I admitted to my partner that I was suffering with depression and was taking medication to help me, which I kept to myself for a period of time.	I felt shame when I admitted to my partner that I was suffering with depression and was taking medication to help me, which I kept to myself for a period of time.	The person felt shame when they admitted to their partner that they were suffering with depression and were taking medication to help, which they had kept to themselves for a period of time.
shame	41597	i felt shame when i lied to someone important to me to spare their feelings.	i felt shame when i lied to someone important to me to spare their feelings.	The person felt shame when they lied to someone important to them to spare their feelings.
shame	41598	I hurriedly paid for my groceries at a store when it wasn't my turn to have done that.	I felt shame when I hurriedly paid for my groceries at a store when it wasn't my turn to have done that.	The person felt shame when they hurriedly paid for their groceries at a store when it wasn't their turn to have done that.
shame	41600	my family told me I was sinning and going against God's will by dating someone outside of the church.	I felt shame when my family told me I was sinning and going against God's will by dating someone outside of the church.	The person felt shame when their family told them they were sinning and going against God's will by dating someone outside of the church.
shame	41601	i injured my back and wasn't able to do what i normally do	I felt shame when i injured my back and wasn't able to do what i normally do	The person felt shame when they injured their back and wasn't able to do what they normally did.
shame	41602	I felt Shame when I was saw naked by another man who wasn't my husband.	I felt Shame when I was saw naked by another man who wasn't my husband.	The person felt shame when they were seen naked by another man who wasn't their husband.
shame	41604	I ran over pigeon	I felt shame when I ran over pigeon	The person felt shame when they ran over a pigeon.
shame	41605	I felt shame when I cheated on my boyfriend.	I felt shame when I cheated on my boyfriend.	The person felt shame when they cheated on their boyfriend.
shame	41606	I did not stand up for my friend when I knew she was in the right. However, I didnt know how to handle the situation. In hindsight, i let her down.	I felt shame when I did not stand up for my friend when I knew she was in the right. However, I didnt know how to handle the situation. In hindsight, i let her down.	The person feels shame when they did not stand up for their friend when they knew she was in the right. However, they didn't know how to handle the situation. In hindsight, they let her down.
shame	41607	Not being around my son	I felt shame when not being around my son	The person felt shame when not being around their son.
shame	41608	I felt shame when I discovered through self-diagnosis that I suffer from complex ptsd. It came about from toxic friendships and toxic workplaces, as well as being manipulated on the internet.	I felt shame when I discovered through self-diagnosis that I suffer from complex ptsd. It came about from toxic friendships and toxic workplaces, as well as being manipulated on the internet.	The person feels shame when they discovered through self-diagnosis that they suffer from complex PTSD, which came about from toxic friendships and toxic workplaces, as well as being manipulated on the internet.
